#!format=2
# Station Name;Slot;Module Name;Model Id;I Addr;Q Addr;Custom Parameters  (Slot = plug order; first free position is used)
n0033-zp001-el001-k40001;8;-K40008;6ES7136-6DB00-0CA0;2636;2636;
n0033-zp001-el001-k40001;9;-K40009;6ES7132-6BH01-0BA0;2646;2646;
n0034-ug6-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;2677;2677;
n0034-ug6-el001-k30001;2;-K30003;6ES7131-6BH01-0BA0;2679;2679;
n0034-ug6-el001-k30001;3;-K30004;6ES7136-6BA01-0CA0;2690;2690;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0034-ug6-el001-k30001;4;-K30005;6ES7136-6BA01-0CA0;2700;2700;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0034-ug6-el001-k30001;5;-K30006;6ES7136-6BA01-0CA0;2710;2710;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0034-ug6-el001-k30001;6;-K30007;6ES7136-6BA01-0CA0;2720;2720;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0034-ug6-el001-k30001;7;-K30008;6ES7136-6DB00-0CA0;2750;2750;PotentialGroup=1
n0034-ug6-el001-k30001;8;-K30009;6ES7136-6DB00-0CA0;2755;2755;
n0034-ug6-el001-k30001;9;-K30010;6ES7136-6DB00-0CA0;2760;2760;
n0034-ug6-el001-k30001;10;-K30011;6ES7136-6DB00-0CA0;2765;2765;
n0034-ug6-el001-k30001;11;-K30012;6ES7136-6DB00-0CA0;2770;2770;
n0034-ug6-el001-k30001;12;-K30013;6ES7136-6DB00-0CA0;2775;2775;
n0034-ug6-el001-k30001;13;-K30014;6ES7136-6DB00-0CA0;2780;2780;
n0035-ug6-xn10;1;-XN10;55556_DefaultCard;2810;2810;Failsafe_FDestinationAddress=035
n0043-db93-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;2841;2841;
n0043-db93-el001-k30001;2;-K30003;6ES7136-6BA01-0CA0;2852;2852;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0043-db93-el001-k30001;3;-K30004;6ES7136-6DB00-0CA0;2882;2882;PotentialGroup=1
n0031-db931-xn10;1;-XN10;55556_DefaultCard;2912;2912;Failsafe_FDestinationAddress=031
n0005-lv008-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;3420;3420;
n0005-lv008-el001-k30001;2;-K30003;6ES7136-6BA01-0CA0;3431;3431;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0006-lv008-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;3506;3506;
n0006-lv008-el001-k30001;2;-K30003;6ES7136-6BA01-0CA0;3517;3517;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0007-icg22-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;3592;3592;
n0007-icg22-el001-k30001;2;-K30003;6ES7136-6BA01-0CA0;3603;3603;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0007-icg22-el001-k30001;3;-K30004;6ES7136-6BA01-0CA0;3613;3613;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0007-icg22-el001-k30001;4;-K30005;6ES7136-6BA01-0CA0;3623;3623;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0007-icg22-el001-k30001;5;-K30006;6ES7136-6BA01-0CA0;3633;3633;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0007-icg22-el001-k30001;6;-K30007;6ES7136-6DB00-0CA0;3663;3663;PotentialGroup=1
n0007-icg22-el001-k30001;7;-K30008;6ES7136-6DB00-0CA0;3668;3668;
n0007-icg22-el001-k30001;8;-K30009;6ES7136-6DB00-0CA0;3673;3673;
n0008-icg12-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;3703;3703;
n0008-icg12-el001-k30001;2;-K30003;6ES7136-6BA01-0CA0;3714;3714;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0008-icg12-el001-k30001;3;-K30004;6ES7136-6BA01-0CA0;3724;3724;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0008-icg12-el001-k30001;4;-K30005;6ES7136-6BA01-0CA0;3734;3734;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0008-icg12-el001-k30001;5;-K30006;6ES7136-6BA01-0CA0;3744;3744;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0008-icg12-el001-k30001;6;-K30007;6ES7136-6DB00-0CA0;3774;3774;PotentialGroup=1
n0008-icg12-el001-k30001;7;-K30008;6ES7136-6DB00-0CA0;3779;3779;
n0008-icg12-el001-k30001;8;-K30009;6ES7136-6DB00-0CA0;3784;3784;
n0009-uf42-el002-k30001;1;-K30002;6ES7131-6BH01-0BA0;3814;3814;
n0009-uf42-el002-k30001;2;-K30003;6ES7136-6BA01-0CA0;3825;3825;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0009-uf42-el002-k30001;3;-K30004;6ES7136-6DB00-0CA0;3855;3855;PotentialGroup=1
n0009-uf42-el002-k30001;4;-K30005;6ES7136-6DB00-0CA0;3860;3860;
n0010-lv007-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;3890;3890;
n0010-lv007-el001-k30001;2;-K30003;6ES7136-6BA01-0CA0;3901;3901;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0010-lv007-el001-k30001;3;-K30004;6ES7136-6DB00-0CA0;3931;3931;PotentialGroup=1
n0011-lv007-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;3961;3961;
n0011-lv007-el001-k30001;2;-K30003;6ES7136-6BA01-0CA0;3972;3972;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0011-lv007-el001-k30001;3;-K30004;6ES7136-6DB00-0CA0;4002;4002;PotentialGroup=1
n0021-uc2-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;4032;4032;
n0021-uc2-el001-k30001;2;-K30003;6ES7136-6BA01-0CA0;4043;4043;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0021-uc2-el001-k30001;3;-K30004;6ES7136-6DB00-0CA0;4073;4073;PotentialGroup=1
n0021-uc2-el001-k30001;4;-K30005;6ES7132-6BH01-0BA0;4083;4083;
n0025-dc91-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;4114;4114;
n0025-dc91-el001-k30001;2;-K30003;6ES7136-6BA01-0CA0;4125;4125;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0025-dc91-el001-k30001;3;-K30004;6ES7136-6DB00-0CA0;4155;4155;PotentialGroup=1
n0025-dc91-el001-k30001;4;-K30005;6ES7136-6DB00-0CA0;4160;4160;
n0025-dc91-el001-k30001;5;-K30006;6ES7136-6DB00-0CA0;4165;4165;
n0026-uc915-xn10;1;-XN10;55556_DefaultCard;4195;4195;Failsafe_FDestinationAddress=126
n0027-uc915-xn11;1;-XN11;55556_DefaultCard;4204;4204;Failsafe_FDestinationAddress=127
n0028-lv005-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;4213;4213;
n0028-lv005-el001-k30001;2;-K30003;6ES7136-6BA01-0CA0;4224;4224;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0028-lv005-el001-k30001;3;-K30004;6ES7136-6DB00-0CA0;4254;4254;PotentialGroup=1
n0029-ct2-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;4284;4284;
n0029-ct2-el001-k30001;2;-K30003;6ES7136-6BA01-0CA0;4295;4295;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0029-ct2-el001-k30001;3;-K30004;6ES7136-6BA01-0CA0;4305;4305;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0029-ct2-el001-k30001;4;-K30005;6ES7136-6BA01-0CA0;4315;4315;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0029-ct2-el001-k30001;5;-K30006;6ES7136-6BA01-0CA0;4325;4325;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0029-ct2-el001-k30001;6;-K30007;6ES7136-6BA01-0CA0;4335;4335;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0029-ct2-el001-k30001;7;-K30008;6ES7136-6DB00-0CA0;4365;4365;PotentialGroup=1
n0029-ct2-el001-k30001;8;-K30009;6ES7136-6DB00-0CA0;4370;4370;
n0033-uc26-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;4400;4400;
n0033-uc26-el001-k30001;2;-K30003;6ES7131-6BH01-0BA0;4402;4402;
n0033-uc26-el001-k30001;3;-K30004;6ES7136-6BA01-0CA0;4413;4413;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0033-uc26-el001-k30001;4;-K30005;6ES7136-6BA01-0CA0;4423;4423;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0034-uc264-xn10;1;-XN10;55556_DefaultCard;4528;4528;Failsafe_FDestinationAddress=134
n0035-ct2-el002-k30001;1;-K30002;6ES7131-6BH01-0BA0;4537;4537;
n0035-ct2-el002-k30001;2;-K30003;6ES7136-6BA01-0CA0;4548;4548;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0035-ct2-el002-k30001;3;-K30004;6ES7136-6BA01-0CA0;4558;4558;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0035-ct2-el002-k30001;4;-K30005;6ES7136-6BA01-0CA0;4568;4568;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0035-ct2-el002-k30001;5;-K30006;6ES7136-6BA01-0CA0;4578;4578;Failsafe_DiscrepancyTime.Ch(0-7)=100
