# Station Name;Device Type;IP Address;Submodule 1 Name;Submodule 1 Type;Submodule 2 Name;Submodule 2 Type;...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n0021-uc2-el001-k30001;6ES7155-6AU01-0BN0;192.168.51.21;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6DB00-0CA0;-K30005;6ES7132-6BH01-0BA0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n0025-dc91-el001-k30001;6ES7155-6AU01-0BN0;192.168.51.25;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6DB00-0CA0;-K30005;6ES7136-6DB00-0CA0;-K30006;6ES7136-6DB00-0CA0;;;;;;;;;;;;;;;;;;;;;;;;;;
n0028-lv005-el001-k30001;6ES7155-6AU01-0BN0;192.168.51.28;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6DB00-0CA0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n0029-ct2-el001-k30001;6ES7155-6AU01-0BN0;192.168.51.29;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6BA00-0CA0;-K30005;6ES7136-6BA00-0CA0;-K30006;6ES7136-6BA00-0CA0;-K30007;6ES7136-6BA00-0CA0;-K30008;6ES7136-6DB00-0CA0;-K30009;6ES7136-6DB00-0CA0;;;;;;;;;;;;;;;;;;;;
n0033-uc26-el001-k30001;6ES7155-6AU01-0BN0;192.168.51.33;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7131-6BH01-0BA0;-K30004;6ES7136-6BA00-0CA0;-K30005;6ES7136-6BA00-0CA0;-K30006;6ES7136-6BA00-0CA0;-K30007;6ES7136-6BA00-0CA0;-K30008;6ES7136-6DB00-0CA0;-K30009;6ES7136-6DB00-0CA0;-K30010;6ES7136-6DB00-0CA0;-K30011;6ES7136-6DB00-0CA0;-K30012;6ES7136-6DB00-0CA0;-K30013;6ES7136-6DB00-0CA0;;;;;;;;;;;;
n0035-ct2-el002-k30001;6ES7155-6AU01-0BN0;192.168.51.35;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6BA00-0CA0;-K30005;6ES7136-6BA00-0CA0;-K30006;6ES7136-6BA00-0CA0;-K30007;6ES7136-6BA00-0CA0;-K30008;6ES7136-6DB00-0CA0;-K30009;6ES7136-6DB00-0CA0;;;;;;;;;;;;;;;;;;;;
n0036-lv005-el001-k30001;6ES7155-6AU01-0BN0;192.168.51.36;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6DB00-0CA0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n0041-uc27-el001-k30001;6ES7155-6AU01-0BN0;192.168.51.41;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6BA00-0CA0;-K30005;6ES7136-6BA00-0CA0;-K30006;6ES7136-6DB00-0CA0;-K30007;6ES7136-6DB00-0CA0;-K30008;6ES7136-6DB00-0CA0;-K30009;6ES7136-6DB00-0CA0;;;;;;;;;;;;;;;;;;;;
n0046-uc25-el001-k30001;6ES7155-6AU01-0BN0;192.168.51.46;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7131-6BH01-0BA0;-K30004;6ES7136-6BA00-0CA0;-K30005;6ES7136-6BA00-0CA0;-K30006;6ES7136-6BA00-0CA0;-K30007;6ES7136-6BA00-0CA0;-K30008;6ES7136-6DB00-0CA0;-K30009;6ES7136-6DB00-0CA0;-K30010;6ES7136-6DB00-0CA0;-K30011;6ES7136-6DB00-0CA0;-K30012;6ES7136-6DB00-0CA0;-K30013;6ES7136-6DB00-0CA0;;;;;;;;;;;;
n0048-lv006-el001-k30001;6ES7155-6AU01-0BN0;192.168.51.48;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6DB00-0CA0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
