name,required_types,dev_type,direction,data_type,script_type,member,interface_tagname
Door Open Request,DI1/2|DI2/2,DO,I,BOOL,IF_DOOR_CMD,Open Door Request [ {functional_unit}{location}{device} ],PNC_{direction}_{member}
,,,,,,,
